"","id","title","description","short_title","short_desc","vid_created"
"110","CesHr99ezWE","U.S. Territories: Last Week Tonight with John Oliver (HBO)","A set of Supreme Court decisions made over 100 years ago has left U.S. territories without meaningful representation. That’s weird, right?

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","U.S. Territories","A set of Supreme Court decisions made over 100 years ago has left U.S. territories without meaningful representation. That’s weird, right",2015-03-09
"111","br0NW9ufUUw","Daylight Saving Time - How Is This Still A Thing?: Last Week Tonight with John Oliver (HBO)","Last Week Tonight with John Oliver: Daylight Saving Time - How Is This Still A Thing? (HBO)

Daylight saving time doesn’t actually benefit anyone. Strangely, it’s still a thing!

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Daylight Saving Time - How Is This Still A Thing?","Last Week Tonight with John Oliver: Daylight Saving Time - How Is This Still A Thing? (HBO",2015-03-09
"112","Wpzvaqypav8","Infrastructure: Last Week Tonight with John Oliver (HBO)","America’s crumbling infrastructure: It’s not a sexy problem, but it is a scary one. 

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Infrastructure","America’s crumbling infrastructure: It’s not a sexy problem, but it is a scary one.",2015-03-02
"113","2sWRXr2Yu9g","UK Labour Party: Last Week Tonight with John Oliver (HBO)","The UK's Labour Party has painted a campaign van pink in an attempt to attract women voters. We are glad they didn't keep going with that strategy.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","UK Labour Party","The UK's Labour Party has painted a campaign van pink in an attempt to attract women voters. We are glad they didn't keep going with that strategy",2015-02-23
"114","poL7l-Uk3I8","Elected Judges: Last Week Tonight with John Oliver (HBO)","The vast majority of US judges are elected, forcing many judges to pander to the electorate and accept campaign money in order to keep their jobs. This seems slightly troubling…

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Elected Judges","The vast majority of US judges are elected, forcing many judges to pander to the electorate and accept campaign money in order to keep their jobs. This seems slightly troubling",2015-02-23
"115","6UsHHOCH4q8","Tobacco: Last Week Tonight with John Oliver (HBO)","Thanks to tobacco industry regulations and marketing restrictions in the US, smoking rates have dropped dramatically. John Oliver explains how tobacco companies are keeping their business strong overseas.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Tobacco","Thanks to tobacco industry regulations and marketing restrictions in the US, smoking rates have dropped dramatically. John Oliver explains how tobacco companies are keeping their business strong overseas",2015-02-16
"116","l8QNDRbjong","Sports Illustrated Swimsuit Issue - How Is This Still a Thing?: Last Week Tonight with John Oliver","We’ve noticed that the Sports Illustrated Swimsuit Issue still exists but can’t quite figure out why.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Sports Illustrated Swimsuit Issue - How Is This Still a Thing?","We’ve noticed that the Sports Illustrated Swimsuit Issue still exists but can’t quite figure out why",2015-02-16
"117","3FCioWz7aps","Goodbye, RadioShack: Last Week Tonight with John Oliver (HBO)","RadioShack has filed for bankruptcy. We’ve helped them create a farewell message.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Goodbye, RadioShack","RadioShack has filed for bankruptcy. We’ve helped them create a farewell message",2015-02-09
"118","YQZ2UeOTO3I","Marketing to Doctors: Last Week Tonight with John Oliver (HBO)","Pharmaceutical companies spend billions of dollars marketing drugs to doctors.
We have a few issues with that.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Marketing to Doctors","Pharmaceutical companies spend billions of dollars marketing drugs to doctors",2015-02-09
"119","2bbskco60g4","Season 2: Digital Promo: Last Week Tonight with John Oliver (HBO)","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGcg

Last Week Tonight with John Oliver returns Sunday, February 8 at 11PM on HBO.

Follow @LastWeekTonight on Twitter: http://www.twitter.com/LastWeekTonight
Like Last Week Tonight on Facebook: https://www.facebook.com/LastWeekTonight

It's HBO.

Connect with HBO Online
Find HBO on Facebook: http://Facebook.com/HBO
Follow @HBO on Twitter: http://Twitter.com/HBO
Find HBO on Youtube: http://Youtube.com/HBO
Find HBO Official Site: http://HBO.com
Find HBO Connect: http://Connect.hbo.com
Find HBO GO: http://HBOGO.com
Find HBO on Instagram: http://Instagram.com/hbo
Find HBO on Foursquare: http://Foursquare.com/hbo

Check out other HBO Channels
HBO: http://www.youtube.com/hbo
Game of Thrones: http://www.youtube.com/GameofThrones 
True Blood: http://www.youtube.com/trueblood 
HBO Sports: http://www.youtube.com/HBOsports 
Real Time with Bill Maher: http://www.youtube.com/RealTime 
HBO Documentary Films: http://www.youtube.com/HBODocs 
Cinemax: http://www.youtube.com/Cinemax 
HBO Latino: http://www.youtube.com/HBOLatino","Season 2","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGc",2015-02-04
"120","fPloDzu_wcI","Fifty Shades #NotMyChristian Apology (Web Exclusive): Last Week Tonight with John Oliver (HBO)","John Oliver apologizes to Jamie Dornan for perpetuating the #NotMyChristian hashtag...sort of.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Fifty Shades #NotMyChristian Apology (Web Exclusive)","John Oliver apologizes to Jamie Dornan for perpetuating the #NotMyChristian hashtag...sort of",2015-01-26
"121","P1EtSBxm0S4","Season 2 Promo: Last Week Tonight with John Oliver (HBO)","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGcg

Last Week Tonight Season 2: More of basically the same. John Oliver returns Sunday, February 8 at 11pm EST on HBO. 

Follow @LastWeekTonight on Twitter: http://www.twitter.com/LastWeekTonight
Like Last Week Tonight on Facebook: https://www.facebook.com/LastWeekTonight

It's HBO.

Connect with HBO Online
Find HBO on Facebook: http://Facebook.com/HBO
Follow @HBO on Twitter: http://Twitter.com/HBO
Find HBO on Youtube: http://Youtube.com/HBO
Find HBO Official Site: http://HBO.com
Find HBO Connect: http://Connect.hbo.com
Find HBO GO: http://HBOGO.com
Find HBO on Instagram: http://Instagram.com/hbo
Find HBO on Foursquare: http://Foursquare.com/hbo

Check out other HBO Channels
HBO: http://www.youtube.com/hbo
Game of Thrones: http://www.youtube.com/GameofThrones 
True Blood: http://www.youtube.com/trueblood 
HBO Sports: http://www.youtube.com/HBOsports 
Real Time with Bill Maher: http://www.youtube.com/RealTime 
HBO Documentary Films: http://www.youtube.com/HBODocs 
Cinemax: http://www.youtube.com/Cinemax 
HBO Latino: http://www.youtube.com/HBOLatino","Season 2 Promo","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGc",2015-01-09
"122","eAFnby2184o","New Year's Eve (Web Exclusive): Last Week Tonight with John Oliver (HBO)","New Year's Eve is the worst. John Oliver has some great excuses for getting out of it.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","New Year's Eve (Web Exclusive)","New Year's Eve is the worst. John Oliver has some great excuses for getting out of it",2014-12-29
"123","X8Buy2X0kFo","Turkey Pardoning (Web Exclusive): Last Week Tonight with John Oliver (HBO)","Turkey pardoning is a weird tradition.
They're basically all guilty...of being delicious.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Turkey Pardoning (Web Exclusive)","Turkey pardoning is a weird tradition",2014-11-24
"124","l9qA8c-E_oA","Salmon Cannon: Last Week Tonight with John Oliver (HBO)","There is a cannon that shoots salmon over dams. 
It’s awesome. Check it out.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Salmon Cannon","There is a cannon that shoots salmon over dams.",2014-11-10
"125","9PK-netuhHA","The Lottery: Last Week Tonight with John Oliver (HBO)","State lotteries claim to be good for education and the general wellbeing of citizens.
But are they? (Spoiler alert: No.)

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","The Lottery","State lotteries claim to be good for education and the general wellbeing of citizens",2014-11-10
"126","x3Md3O_XfoI","Finale Preview: Last Week Tonight with John Oliver (HBO)","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGcg

Wherever news breaks, whenever news breaks, John Oliver will bring it to you on Sunday. Don't miss the season finale of Last Week Tonight with John Oliver Sunday, November 9 at 11:15PM, only on HBO.

Follow @LastWeekTonight on Twitter: http://www.twitter.com/LastWeekTonight
Like Last Week Tonight on Facebook: https://www.facebook.com/LastWeekTonight

It's HBO.

Connect with HBO Online
Find HBO on Facebook: http://Facebook.com/HBO
Follow @HBO on Twitter: http://Twitter.com/HBO
Find HBO on Youtube: http://Youtube.com/HBO
Find HBO Official Site: http://HBO.com
Find HBO Connect: http://Connect.hbo.com
Find HBO GO: http://HBOGO.com
Find HBO on Instagram: http://Instagram.com/hbo
Find HBO on Foursquare: http://Foursquare.com/hbo

Check out other HBO Channels
HBO: http://www.youtube.com/hbo
Game of Thrones: http://www.youtube.com/GameofThrones 
True Blood: http://www.youtube.com/trueblood 
HBO Sports: http://www.youtube.com/HBOsports 
Real Time with Bill Maher: http://www.youtube.com/RealTime 
HBO Documentary Films: http://www.youtube.com/HBODocs 
Cinemax: http://www.youtube.com/Cinemax 
HBO Latino: http://www.youtube.com/HBOLatino","Finale Preview","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGc",2014-11-03
"127","boI4D1FlIVs","Home Depot Commercial: Last Week Tonight with John Oliver (HBO)","Lowe’s is employing robots this holiday season.
But can robots provide the most vital customer service of all?
Nick Offerman, H. Jon Benjamin, and Sarah Baker help us show that they cannot.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Home Depot Commercial","Lowe’s is employing robots this holiday season",2014-11-03
"128","aIMgfBZrrZ8","State Legislatures and ALEC: Last Week Tonight with John Oliver (HBO)","While midterm coverage is largely focused on the parts of Congress that do very little, vital (and bizarre) midterm elections are going unexamined. State legislators pass a lot of bills, and some of that efficiency is thanks to a group called ALEC that writes legislation for them. It’s as shady as it sounds!

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","State Legislatures and ALEC","While midterm coverage is largely focused on the parts of Congress that do very little, vital (and bizarre) midterm elections are going unexamined. State legislators pass a lot of bills, and some of that efficiency is thanks to a group called ALEC that writes legislation for them. It’s as shady as it sounds",2014-11-03
"129","XXCbffp7jLM","1,000,000 YouTube Subscribers (Web Exclusive): Last Week Tonight with John Oliver","Last Week Tonight with John Oliver: 1,000,000 YouTube Subscribers (Web Exclusive)

We have accumulated 1,000,000 YouTube subscribers. We’re not really sure what that means!

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","1,000,000 YouTube Subscribers (Web Exclusive)","Last Week Tonight with John Oliver: 1,000,000 YouTube Subscribers (Web Exclusive",2014-11-03
"130","MepXBJjsNxs","Sugar: Last Week Tonight with John Oliver (HBO)","Sugar. It's in everything!
Is it good for us? Well, the sugar industry thinks so.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Sugar","Sugar. It's in everything",2014-10-27
"131","izUzqUrhbh0","Dr. Jane Goodall Interview: Last Week Tonight with John Oliver (HBO)","For our series People Who Think Good, John Oliver sits down for a banana with Dr. Jane Goodall, one of the world's foremost experts in chimpanzees.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Dr. Jane Goodall Interview","For our series People Who Think Good, John Oliver sits down for a banana with Dr. Jane Goodall, one of the world's foremost experts in chimpanzees",2014-10-27
"132","QplQL5eAxlY","Translators: Last Week Tonight with John Oliver (HBO)","Translators who have aided the U.S. Military in Afghanistan and Iraq are in great danger in their home countries, but red tape is making it impossible for many of them to leave. John Oliver interviews Mohammad, one translator who made it out.

For more info on efforts to assist U.S.-affiliated refugees in Iraq and Afghanistan see http://thelistproject.org , and http://refugeerights.org .

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Translators","Translators who have aided the U.S. Military in Afghanistan and Iraq are in great danger in their home countries, but red tape is making it impossible for many of them to leave. John Oliver interviews Mohammad, one translator who made it out",2014-10-20
"133","fJ9prhPV2PI","Supreme Court: Last Week Tonight with John Oliver (HBO)","Cameras aren’t allowed in the Supreme Court, so most coverage of our most important cases looks like garbage.
We fixed that problem with real animals and fake paws. Feel free to take our footage (https://www.youtube.com/watch?v=tug71xZL7yc) and reenact cases on your own.
Tag them with #RealAnimalsFakePaws so we can find them.

Audio from Supreme Court cases available at: 
http://www.supremecourt.gov/oral_arguments/argument_audio.aspx

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Supreme Court","Cameras aren’t allowed in the Supreme Court, so most coverage of our most important cases looks like garbage",2014-10-20
"134","tug71xZL7yc","Real Animals, Fake Paws Footage: Last Week Tonight with John Oliver (HBO)","We have provided this footage for you to do your own Supreme Court reenactments. Please feel free to use it, post your videos, and tag them #RealAnimalsFakePaws so we can find them.

You can get official audio from the Supreme Court here:
http://www.supremecourt.gov/oral_arguments/argument_audio.aspx

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Real Animals, Fake Paws Footage","We have provided this footage for you to do your own Supreme Court reenactments. Please feel free to use it, post your videos, and tag them #RealAnimalsFakePaws so we can find them",2014-10-20
"135","eKEwL-10s7E","Columbus Day - How Is This Still A Thing: Last Week Tonight with John Oliver (HBO)","Christopher Columbus did a lot of stuff that was way more terrible than ""sailing the ocean blue,"" but we don't learn about that.

Columbus Day: How is it still a thing?

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Columbus Day - How Is This Still A Thing","Christopher Columbus did a lot of stuff that was way more terrible than ""sailing the ocean blue,"" but we don't learn about that",2014-10-13
"136","DeQqe0oj5Ls","Pumpkin Spice (Web Exclusive): Last Week Tonight with John Oliver (HBO)","Pumpkin spice. Why?
John Oliver investigates. Well, he doesn't really investigate. He says things about it, though!

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Pumpkin Spice (Web Exclusive)","Pumpkin spice. Why",2014-10-13
"137","3kEpZWGgJks","Civil Forfeiture: Last Week Tonight with John Oliver (HBO)","Did you know police can just take your stuff if they suspect it's involved in a crime? They can!
It’s a shady process called “civil asset forfeiture,” and it would make for a weird episode of Law and Order.
See?

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight

For more on civil forfeiture, click here: 
http://www.washingtonpost.com/stopandseize
http://www.jrn.com/newschannel5/news/newschannel-5-investigates/policing-for-profit","Civil Forfeiture","Did you know police can just take your stuff if they suspect it's involved in a crime? They can",2014-10-06
"138","ResvfWhi3k8","Jeff Goldblum Outtakes: Last Week Tonight with John Oliver (HBO)","Jeff Goldblum is amazing. Here are some outtakes of him harassing a stack of money that didn't make it into our Law and Order: Civil Forfeiture Unit segment.

Jeff Goldblum is amazing. Here are some outtakes of him harassing a stack of money that didn't make it into our Law and Order: Civil Forfeiture Unit segment.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Jeff Goldblum Outtakes","Jeff Goldblum is amazing. Here are some outtakes of him harassing a stack of money that didn't make it into our Law and Order: Civil Forfeiture Unit segment",2014-10-06
"139","_8m8cQI4DgM","Ayn Rand - How Is This Still A Thing?: Last Week Tonight with John Oliver (HBO)","Ayn Rand, author of ""Atlas Shrugged"" and ""The Fountainhead,"" is still kind of a thing. How? 

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Ayn Rand - How Is This Still A Thing?","Ayn Rand, author of ""Atlas Shrugged"" and ""The Fountainhead,"" is still kind of a thing. How?",2014-10-09
"140","K4NRJoCNHIs","Drones: Last Week Tonight with John Oliver (HBO)","The United States has launched a huge number of drone strikes under President Obama. 
It’s widely accepted and extremely terrifying.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Drones","The United States has launched a huge number of drone strikes under President Obama.",2014-09-29
"141","hkYzuHMcP64","Narendra Modi In New York: Last Week Tonight with John Oliver (HBO)","Narendra Modi, the Prime Minster of India visited New York and did some classic New York things. 
Also, some weird, inexplicable things.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Narendra Modi In New York","Narendra Modi, the Prime Minster of India visited New York and did some classic New York things.",2014-09-29
